loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_history_years,loan_status
15500,36,22.41,595.24,E,2 years,MORTGAGE,30889.61,debt_consolidation,GA,17.19,1,0,20,0,1192.29,17.11,54,4,0
19000,36,25.34,758.86,C,1 year,OWN,48148.69,major_purchase,NC,6.29,0,0,29,0,5983.08,38.135000000000005,17,22,0
24000,60,9.0,498.2,E,3 years,MORTGAGE,92853.08,credit_card,PA,5.15,0,4,26,0,9051.29,85.43,15,22,0
23000,36,23.68,898.5,G,8 years,OTHER,71384.15,other,NY,20.63,0,1,4,0,1244.21,73.75,30,10,0
29000,60,14.4,680.81,A,10+ years,MORTGAGE,79564.42,debt_consolidation,GA,15.21,0,3,24,0,17361.99,63.33,52,20,1
2500,36,22.13,95.64,A,7 years,MORTGAGE,72508.63,vacation,NY,9.7,0,0,6,1,4261.92,64.8,53,14,0
3500,36,9.06,111.4,D,7 years,RENT,135025.02,debt_consolidation,NC,20.23,0,1,20,1,8068.27,65.76,9,18,0
8000,36,18.12,289.7,C,10+ years,MORTGAGE,67374.48,home_improvement,IL,13.29,0,1,15,0,3435.09,22.62,57,5,0
23000,36,26.02,926.93,C,6 years,MORTGAGE,49364.59,home_improvement,MI,3.85,0,0,17,0,10118.7,20.58,48,19,0
30500,36,8.11,957.31,B,6 years,RENT,37877.88,other,FL,2.25,0,0,25,0,106076.44,15.14,51,7,0
14500,36,25.78,582.52,A,4 years,RENT,67833.04,debt_consolidation,OH,12.03,1,0,5,0,3791.09,59.57,39,7,0
39000,36,16.59,1382.51,D,7 years,RENT,20000.0,debt_consolidation,TX,31.03,0,3,5,0,14590.82,41.3,55,8,1
16500,60,25.67,490.8,C,3 years,MORTGAGE,54603.62,credit_card,PA,5.67,0,1,8,0,709.76,19.8,41,2,0
24500,60,28.98,777.38,C,7 years,RENT,54018.4,credit_card,CA,15.74,0,1,22,0,14443.67,24.67,19,20,0
10000,36,9.41,319.91,D,8 years,RENT,30265.53,debt_consolidation,OH,9.16,1,1,2,0,5426.53,33.7,28,14,0
16000,36,22.03,611.3,G,10+ years,MORTGAGE,37641.67,major_purchase,GA,7.74,0,2,20,0,17252.03,37.52,14,18,1
40000,36,11.26,1314.48,D,7 years,MORTGAGE,89754.08,debt_consolidation,GA,21.65,0,3,24,0,13433.99,33.28,46,16,0
30500,60,8.82,630.47,F,8 years,RENT,67195.12,home_improvement,FL,15.54,0,0,8,0,20273.3,12.92,50,22,0
22500,36,20.89,846.42,B,< 1 year,MORTGAGE,63000.26,debt_consolidation,MI,8.82,0,3,24,1,31211.78,7.64,15,24,0
12000,36,8.15,376.87,E,1 year,RENT,69784.96,credit_card,FL,1.37,1,0,13,0,8499.07,63.44,23,15,0
14000,36,16.9,498.44,D,4 years,RENT,62712.36,debt_consolidation,NY,10.6,1,1,21,0,19904.1,28.21,36,2,0
1000,60,21.08,27.1,B,8 years,MORTGAGE,111461.14,small_business,CA,4.28,3,5,16,1,18473.54,10.42,46,20,0
11500,36,17.74,414.25,C,1 year,RENT,63685.65,debt_consolidation,NC,5.11,1,0,8,1,14938.43,16.03,46,15,0
4500,36,22.58,173.21,B,< 1 year,RENT,28879.68,debt_consolidation,OH,6.77,0,0,5,0,13523.09,14.42,22,11,1
35000,36,25.13,1394.0,A,4 years,RENT,135274.99,credit_card,GA,7.75,3,0,16,0,3541.34,24.26,10,20,0
12500,60,26.87,380.72,C,6 years,MORTGAGE,72053.93,debt_consolidation,NY,25.97,0,0,2,0,11247.37,7.64,20,3,0
17000,36,19.22,625.04,G,3 years,RENT,44594.83,home_improvement,FL,14.46,0,1,4,0,2658.59,27.55,33,7,0
6500,36,12.28,216.76,E,1 year,MORTGAGE,31993.86,small_business,FL,14.08,1,2,27,0,2209.9,53.47,29,10,1
2500,36,17.99,90.37,A,9 years,RENT,72981.2,credit_card,NY,28.47,0,1,7,0,9298.46,15.46,10,19,0
32500,36,15.0,1126.62,F,3 years,MORTGAGE,56467.13,debt_consolidation,OH,13.29,0,1,24,0,12630.39,47.46,54,26,1
40000,36,11.04,1310.31,C,nan,RENT,131540.94,car,MI,13.06,4,0,10,0,18156.31,58.94,38,12,0
30500,36,18.46,1109.7,A,7 years,MORTGAGE,50364.73,credit_card,GA,23.99,2,2,15,0,7018.14,50.92,24,16,1
5000,36,6.06,152.25,E,< 1 year,MORTGAGE,39391.67,moving,NY,20.26,0,0,27,0,2185.6,1.04,58,18,0
21500,36,20.34,802.75,F,< 1 year,RENT,93704.18,car,TX,22.99,3,0,29,0,52052.89,43.07,9,26,0
27000,36,25.63,1082.53,E,8 years,RENT,95095.88,small_business,CA,13.98,2,1,12,0,17122.53,43.84,17,12,0
39000,60,29.99,1261.54,C,1 year,MORTGAGE,65142.06,debt_consolidation,FL,15.17,1,3,23,0,1751.74,68.24,6,25,1
37500,36,28.08,1552.76,B,5 years,RENT,83966.95,credit_card,NC,13.29,0,2,6,0,3515.18,39.71,33,25,0
30500,36,7.7,951.54,B,10+ years,OWN,58756.46,small_business,MI,16.12,1,1,15,1,17447.15,13.56,11,7,0
7500,36,9.48,240.18,F,nan,OWN,67301.15,major_purchase,IL,10.66,0,2,8,0,2594.46,45.54,31,25,0
26000,36,8.9,825.58,B,9 years,RENT,107204.71,credit_card,PA,9.24,0,0,4,0,14557.88,8.89,28,10,0
33000,36,19.18,1212.65,B,9 years,OWN,81851.28,vacation,IL,22.09,1,0,22,0,3631.62,8.46,41,17,0
14000,36,6.63,429.91,D,6 years,RENT,55015.09,medical,NY,14.38,0,1,16,0,4360.74,18.74,26,14,0
11500,36,28.46,478.54,E,3 years,MORTGAGE,117733.78,credit_card,MI,33.34,0,0,20,0,6139.79,46.91,30,12,1
11500,36,7.01,355.14,B,nan,RENT,20000.0,debt_consolidation,PA,8.16,0,1,4,0,9111.61,38.135000000000005,35,23,0
32500,36,15.09,1128.06,B,9 years,MORTGAGE,167048.03,credit_card,GA,3.19,2,0,19,0,17042.25,43.54,29,16,0
12500,36,27.4,513.0,B,< 1 year,RENT,25514.97,debt_consolidation,NY,21.13,2,1,14,1,2624.65,34.55,7,13,1
15500,36,28.74,647.35,B,nan,MORTGAGE,43759.04,home_improvement,MI,15.4,0,1,14,0,13755.88,18.46,24,29,0
20500,60,16.9,508.38,D,2 years,RENT,58661.64,other,IL,14.64,0,1,4,0,10891.84,31.51,14,14,0
12000,36,17.47,430.64,A,1 year,MORTGAGE,55645.68,debt_consolidation,GA,3.89,0,1,27,1,14088.73,28.04,22,14,0
5500,36,21.09,207.47,D,6 years,MORTGAGE,99032.71,debt_consolidation,GA,0.96,2,3,23,0,3991.1,55.37,37,8,0
17000,36,15.49,593.4,B,3 years,MORTGAGE,35280.36,medical,GA,8.75,1,5,16,0,9188.22,61.51,43,13,0
36500,36,13.45,1237.76,A,5 years,RENT,68212.52,home_improvement,MI,12.53,2,0,27,0,2835.43,68.19,35,22,0
3000,36,23.62,117.1,A,10+ years,MORTGAGE,44841.71,other,OH,25.73,0,2,4,0,1273.76,33.07,50,22,0
14000,36,20.09,520.93,B,2 years,RENT,69395.03,debt_consolidation,FL,3.79,0,0,26,1,2007.79,48.45,32,19,0
31500,60,17.3,787.95,E,9 years,RENT,57966.11,credit_card,OH,16.6,0,1,5,0,2279.84,75.97,58,2,0
13000,60,7.97,263.41,C,8 years,RENT,62722.02,medical,IL,4.74,0,0,28,0,6156.24,36.4,15,27,0
33500,60,7.19,666.35,B,2 years,RENT,45480.44,major_purchase,TX,13.57,2,1,25,0,32969.3,36.56,9,18,0
10500,60,18.01,266.69,B,1 year,RENT,46395.98,major_purchase,MI,34.66,0,3,10,0,6974.49,67.95,24,6,0
22000,60,20.68,591.22,D,6 years,OWN,69122.55,car,IL,11.92,0,2,14,0,1119.13,15.83,52,9,0
34000,60,21.61,931.52,C,2 years,MORTGAGE,95976.41,debt_consolidation,NC,4.8,0,2,28,0,9604.42,33.01,24,22,0
29500,36,27.42,1211.0,A,< 1 year,MORTGAGE,44394.03,vacation,NC,6.5,0,1,21,0,4440.73,21.09,37,2,0
21000,36,25.5,840.52,B,4 years,OWN,38778.31,credit_card,GA,13.09,0,0,3,0,8697.11,52.45,27,29,0
32500,60,8.95,673.86,C,6 years,RENT,81367.41,small_business,PA,7.04,0,0,21,0,19019.37,26.86,12,26,0
23500,36,24.96,933.86,B,9 years,RENT,58908.93,debt_consolidation,NY,22.58,0,0,16,0,3966.14,30.48,35,5,0
30500,36,22.07,1165.91,B,1 year,RENT,90694.23,other,GA,18.03,0,5,13,0,10295.45,23.56,52,7,0
8000,60,25.79,238.53,B,4 years,MORTGAGE,38066.94,debt_consolidation,FL,30.32,0,1,3,1,19719.7,29.79,13,23,1
14000,36,26.16,565.26,D,7 years,OWN,24594.56,moving,PA,9.81,1,4,8,0,10083.96,49.95,14,1,1
29500,36,13.97,1007.81,F,6 years,RENT,45866.85,debt_consolidation,IL,19.53,0,0,24,0,19713.57,45.04,54,12,0
12500,36,11.95,414.88,A,5 years,MORTGAGE,40815.77,other,PA,9.72,0,0,17,0,43781.74,30.21,46,23,0
18000,60,19.04,467.33,C,5 years,OWN,57561.3,debt_consolidation,PA,13.29,0,0,17,0,8556.62,26.38,28,8,0
12000,60,12.82,271.93,A,3 years,MORTGAGE,43546.19,credit_card,TX,2.53,0,0,20,0,11429.65,29.84,40,5,0
4500,36,14.07,153.95,B,9 years,MORTGAGE,86725.95,debt_consolidation,CA,8.11,0,0,29,0,20404.12,31.44,10,15,0
8500,36,7.19,263.19,C,7 years,RENT,51840.39,debt_consolidation,NC,24.31,2,0,5,0,13963.15,19.77,30,25,0
35500,36,29.79,1502.95,D,5 years,MORTGAGE,64552.7,other,GA,12.66,0,0,24,0,1727.21,33.25,43,8,0
31000,36,13.08,1045.71,C,9 years,OTHER,64784.22,credit_card,GA,25.14,0,0,8,0,19321.69,18.92,56,12,0
29500,36,24.61,1166.84,E,6 years,MORTGAGE,66004.46,debt_consolidation,TX,26.16,0,1,16,0,2239.21,52.32,22,15,0
15000,36,29.83,635.38,D,6 years,RENT,59156.13,credit_card,GA,21.21,0,1,27,0,18639.61,76.73,42,5,0
32000,36,29.24,1345.16,B,6 years,MORTGAGE,77288.49,debt_consolidation,FL,30.23,2,0,8,0,3352.26,32.15,38,16,1
13500,60,21.03,365.45,D,nan,RENT,40222.12,credit_card,IL,16.15,0,1,4,0,2167.11,77.44,51,16,1
5000,60,18.7,128.88,B,< 1 year,RENT,120536.63,debt_consolidation,OH,11.22,0,0,4,1,24659.62,38.135000000000005,14,8,0
10000,60,13.08,227.94,D,2 years,RENT,53195.62,medical,MI,11.46,1,0,22,0,4752.14,20.73,46,9,0
36000,36,26.61,1462.19,B,9 years,OWN,31077.07,credit_card,FL,16.34,0,0,16,0,67985.99,45.32,17,9,0
13000,60,13.78,301.01,A,6 years,RENT,65777.73,credit_card,OH,20.85,0,1,11,0,4233.39,9.12,52,1,0
12500,60,8.11,254.11,C,3 years,RENT,39120.81,other,NY,13.7,2,0,18,1,19390.6,7.46,51,9,0
20000,60,12.71,452.1,C,nan,MORTGAGE,83505.46,debt_consolidation,IL,14.56,0,1,20,0,18498.35,26.52,51,23,0
24000,36,13.22,811.2,C,4 years,RENT,180737.83,debt_consolidation,NC,17.34,0,1,26,0,2771.44,65.35,56,15,0
31000,36,23.1,1201.62,B,5 years,RENT,40405.21,debt_consolidation,GA,22.28,0,1,14,1,20778.19,38.78,18,15,0
15000,36,9.65,481.55,B,7 years,MORTGAGE,70698.96,credit_card,CA,7.25,0,1,9,0,56599.73,38.135000000000005,7,18,0
10500,60,13.26,240.31,E,5 years,MORTGAGE,24890.64,home_improvement,NC,4.6,1,1,21,0,7648.77,40.49,58,17,0
3000,36,7.38,93.15,C,8 years,MORTGAGE,75128.3,other,PA,22.59,0,0,5,0,143920.09,18.3,27,28,0
18500,36,26.29,748.24,B,7 years,MORTGAGE,38451.12,medical,GA,6.79,3,4,4,0,15166.65,28.4,30,22,0
31500,36,23.26,1223.63,D,3 years,RENT,43808.48,debt_consolidation,OH,4.12,0,0,24,1,5846.24,46.01,27,21,0
25500,60,16.22,623.1,A,5 years,RENT,34522.16,other,FL,10.14,3,1,11,0,5609.08,71.77,18,21,0
10500,60,16.04,255.56,D,10+ years,MORTGAGE,86342.36,major_purchase,TX,10.59,1,1,25,0,3973.7,59.2,57,16,0
6000,36,9.58,192.42,A,9 years,RENT,99076.96,other,CA,27.56,0,3,14,0,477.46,50.36,43,25,0
10500,36,14.92,363.57,B,4 years,MORTGAGE,60578.34,small_business,NC,20.9,0,2,25,0,2032.48,17.96,34,29,0
3500,36,27.72,144.24,C,< 1 year,MORTGAGE,38862.56,credit_card,IL,25.79,0,0,6,0,5502.51,11.38,39,1,1
23000,60,8.9,476.33,B,10+ years,RENT,132556.14,major_purchase,OH,13.09,0,0,18,0,11503.35,38.64,19,15,0
13500,36,24.24,531.35,D,3 years,MORTGAGE,41142.42,debt_consolidation,GA,11.65,0,1,26,0,1974.28,18.13,23,7,1
12000,36,6.66,368.66,C,< 1 year,RENT,20312.34,home_improvement,FL,11.74,1,0,14,0,20011.13,17.53,33,2,0
3000,36,13.14,101.28,B,1 year,MORTGAGE,75296.92,medical,OH,7.03,0,0,7,0,628.44,60.27,34,28,0
13000,60,26.25,391.15,E,6 years,RENT,34462.0,credit_card,MI,7.03,0,0,14,0,2788.17,55.94,51,28,0
2500,36,16.4,88.39,C,5 years,MORTGAGE,98155.12,debt_consolidation,TX,12.4,0,0,13,0,22869.06,47.61,39,8,0
5500,60,22.72,154.16,B,5 years,RENT,49485.31,credit_card,OH,19.18,0,2,16,0,6248.64,92.76,32,25,1
17500,36,8.04,548.71,C,4 years,OWN,80971.83,small_business,CA,23.63,1,1,13,0,1459.96,66.18,55,21,0
29500,36,22.24,1130.28,B,9 years,RENT,120662.2,debt_consolidation,FL,22.78,0,2,26,0,7967.99,59.51,16,13,0
4500,36,25.57,180.28,A,1 year,MORTGAGE,32714.4,credit_card,IL,11.32,0,0,4,0,859.1,44.61,55,1,0
26500,36,25.23,1056.86,B,3 years,OWN,45117.77,small_business,OH,3.96,1,0,27,0,41948.62,9.28,47,21,0
14500,36,16.25,511.57,B,10+ years,MORTGAGE,57651.09,major_purchase,NC,27.2,4,0,13,0,10931.07,28.84,46,9,0
5000,60,27.65,154.63,B,3 years,RENT,129155.92,credit_card,FL,7.52,0,1,22,0,17950.17,40.55,32,11,0
17500,36,19.59,646.71,C,7 years,MORTGAGE,43079.76,home_improvement,GA,15.13,1,4,27,0,6347.93,12.48,47,24,0
30000,60,25.54,890.06,A,2 years,RENT,44477.92,debt_consolidation,MI,6.42,0,3,10,0,1200.76,29.27,22,8,0
9000,36,10.73,293.5,A,7 years,RENT,76044.22,medical,CA,23.85,0,1,8,0,1986.81,45.03,57,7,0
17000,60,10.65,366.66,D,10+ years,RENT,44863.76,debt_consolidation,OH,12.19,0,0,4,0,9103.12,75.41,33,17,0
28500,60,23.98,819.56,B,7 years,RENT,64618.95,credit_card,NY,16.45,0,1,9,0,2028.52,47.38,52,29,0
31000,36,21.34,1173.35,B,< 1 year,RENT,27563.05,credit_card,IL,15.13,0,0,8,0,17651.53,25.65,31,25,0
19000,60,22.07,525.52,C,6 years,OWN,181165.27,major_purchase,GA,3.15,3,0,17,0,2009.95,50.66,34,17,0
7000,36,11.3,230.17,G,nan,RENT,30520.24,credit_card,FL,0.75,0,0,22,0,128614.1,59.76,7,13,0
15000,36,15.29,522.11,A,6 years,OWN,50976.68,small_business,TX,18.88,0,0,16,0,9276.17,39.5,48,5,0
20500,36,11.83,679.23,D,3 years,RENT,58909.61,debt_consolidation,OH,9.94,0,1,6,0,2420.24,38.135000000000005,19,2,0
28000,60,7.17,556.68,C,nan,MORTGAGE,155802.44,debt_consolidation,FL,20.75,0,0,26,0,9267.47,34.44,5,4,0
7500,36,10.5,243.77,A,10+ years,MORTGAGE,30871.14,debt_consolidation,FL,10.62,0,0,24,0,16075.92,32.69,43,5,0
4500,36,29.88,190.74,A,4 years,RENT,161434.06,debt_consolidation,TX,5.94,2,1,26,0,43466.81,34.71,53,29,0
16500,36,11.23,541.99,D,8 years,MORTGAGE,87429.53,debt_consolidation,FL,21.99,0,0,15,0,2999.97,51.04,17,24,0
6000,36,9.4,191.92,E,6 years,RENT,73758.22,debt_consolidation,FL,38.12,4,0,29,0,1062.04,84.04,19,28,1
35000,36,22.57,1347.01,A,6 years,RENT,36595.59,home_improvement,MI,13.44,4,1,8,0,20010.96,14.7,33,29,0
25500,36,20.25,950.92,B,1 year,MORTGAGE,79663.8,debt_consolidation,GA,20.89,0,1,22,0,11483.89,59.72,30,18,0
19000,36,23.78,743.23,B,7 years,MORTGAGE,41700.01,credit_card,NC,10.72,2,1,9,0,862.77,45.96,27,27,0
23000,36,21.51,872.56,G,10+ years,RENT,112795.38,credit_card,GA,18.81,0,0,16,0,19436.72,32.34,34,3,0
35000,36,10.96,1145.19,D,nan,MORTGAGE,36844.77,debt_consolidation,MI,8.79,0,2,17,0,2763.96,69.92,45,16,1
33500,36,17.77,1207.24,B,9 years,MORTGAGE,56580.56,debt_consolidation,FL,12.67,3,0,7,0,2530.6,30.36,52,2,0
13500,36,9.83,434.53,B,8 years,MORTGAGE,45358.98,other,IL,10.39,0,0,4,1,6725.61,49.76,32,11,0
15500,60,11.71,342.52,B,10+ years,MORTGAGE,36542.77,credit_card,GA,14.24,0,0,16,0,9958.05,60.29,52,26,0
39000,36,29.68,1648.78,A,6 years,MORTGAGE,86739.09,medical,OH,14.48,0,0,29,0,3425.31,42.05,35,8,0
19500,36,23.35,758.4,G,2 years,RENT,78255.11,moving,IL,6.52,0,0,28,0,11065.86,28.33,59,1,0
14000,60,24.68,408.3,G,8 years,OTHER,109590.4,home_improvement,TX,15.57,0,2,29,0,19503.12,44.92,16,9,0
26000,36,6.24,793.8,A,5 years,MORTGAGE,24589.2,credit_card,FL,8.85,0,2,17,1,20321.23,81.09,27,9,0
8000,36,14.86,276.77,B,nan,RENT,101934.46,credit_card,IL,8.5,0,2,29,1,9046.42,59.96,15,13,0
31500,36,19.1,1156.26,A,5 years,RENT,209551.42,debt_consolidation,IL,14.49,2,2,6,0,4990.62,4.95,44,27,0
15500,60,9.17,323.03,B,3 years,OWN,47771.26,other,FL,7.74,0,0,19,0,4114.39,34.27,27,25,0
16500,36,26.29,667.35,E,7 years,MORTGAGE,154442.06,credit_card,FL,22.51,1,0,27,0,48595.6,88.27,41,8,0
25500,36,8.92,809.94,E,4 years,RENT,52492.17,credit_card,NC,1.28,0,0,13,0,15943.54,26.52,25,2,0
4000,36,21.09,150.89,D,10+ years,RENT,30145.63,credit_card,CA,12.06,0,1,10,0,38515.12,63.66,13,20,0
20000,36,19.05,733.63,G,nan,MORTGAGE,51389.22,debt_consolidation,NY,17.22,1,0,3,0,14758.68,38.135000000000005,28,16,0
31000,36,26.31,1254.13,D,10+ years,RENT,101123.92,other,TX,21.1,0,1,23,0,26699.85,59.11,52,19,1
8500,36,13.14,286.97,B,9 years,MORTGAGE,39376.0,credit_card,CA,13.89,0,1,6,0,5558.92,44.91,11,3,0
38000,36,12.46,1270.51,E,1 year,RENT,44348.35,home_improvement,PA,22.41,3,1,29,0,2569.19,72.18,22,24,1
19000,36,26.24,767.95,C,8 years,MORTGAGE,80560.98,debt_consolidation,MI,4.9,0,0,22,0,12911.1,44.11,10,23,0
27000,60,10.92,585.97,C,8 years,RENT,59965.82,other,MI,10.46,0,0,16,0,2124.96,37.57,26,25,0
39500,36,23.78,1545.14,E,7 years,OWN,80202.62,credit_card,IL,11.27,0,1,19,0,1624.62,40.75,28,2,1
12000,36,10.18,388.22,C,nan,MORTGAGE,67434.68,debt_consolidation,PA,12.34,0,1,19,0,8602.17,38.135000000000005,39,15,0
30000,36,26.95,1223.95,B,5 years,RENT,76100.69,other,FL,18.55,0,0,6,0,933.62,16.88,36,4,0
14500,36,26.06,584.68,F,10+ years,MORTGAGE,48235.45,debt_consolidation,PA,2.03,0,0,2,0,10023.94,23.86,45,3,0
35000,36,24.79,1387.71,A,3 years,MORTGAGE,67229.37,debt_consolidation,FL,13.29,0,0,13,0,1275.66,35.79,22,5,0
26000,36,17.54,933.97,D,4 years,MORTGAGE,37658.48,other,NY,18.56,1,1,4,0,1496.19,42.03,26,15,1
34500,36,6.33,1054.72,D,5 years,RENT,114030.0,credit_card,NC,4.25,0,1,20,0,43205.43,27.89,41,11,0
37000,60,8.75,763.58,A,5 years,MORTGAGE,43602.19,debt_consolidation,NC,2.81,0,0,3,0,14474.38,9.44,58,11,0
6000,60,16.69,148.12,B,10+ years,OWN,105284.74,credit_card,FL,33.41,2,0,9,0,20634.56,41.15,34,8,0
18000,36,6.57,552.26,B,< 1 year,MORTGAGE,53273.62,car,CA,20.3,0,1,28,0,16731.8,5.26,37,25,0
6000,36,7.06,185.43,E,< 1 year,RENT,66237.33,debt_consolidation,NY,6.51,0,0,14,0,4789.9,44.98,49,23,0
36000,36,8.57,1137.6,D,8 years,RENT,46747.58,debt_consolidation,CA,10.41,0,4,29,0,8179.89,56.1,43,14,0
9000,36,11.89,298.46,B,4 years,RENT,36026.22,small_business,FL,5.77,2,1,8,0,322.19,4.91,27,21,0
28000,36,23.86,1096.46,E,6 years,OWN,25024.73,debt_consolidation,PA,18.6,0,1,21,0,7845.37,8.36,6,15,1
13500,36,6.68,414.87,B,nan,MORTGAGE,35324.71,debt_consolidation,FL,27.59,0,4,7,0,22102.36,10.8,13,2,0
24000,36,29.6,1013.59,D,3 years,RENT,50921.76,credit_card,FL,21.69,0,0,21,0,13248.6,12.55,26,2,1
13500,36,12.21,449.75,C,< 1 year,RENT,66565.36,small_business,CA,10.37,0,0,7,1,9119.02,33.41,5,21,0
29000,36,13.34,981.88,A,5 years,RENT,99229.4,debt_consolidation,CA,20.88,1,1,23,0,991.1,24.29,57,8,0
37500,60,11.57,826.04,D,10+ years,MORTGAGE,47912.0,small_business,FL,18.51,0,0,24,0,59358.56,20.19,14,7,0
40000,36,20.26,1491.85,B,5 years,OWN,38523.34,debt_consolidation,IL,25.09,0,0,26,0,11225.67,38.33,36,26,0
24500,36,5.98,745.12,B,1 year,RENT,29104.34,credit_card,NY,15.69,0,2,29,0,3292.76,67.5,50,28,0
13500,36,7.79,421.73,B,5 years,RENT,76117.37,credit_card,CA,19.09,0,0,27,0,94764.01,42.31,11,29,0
21000,36,7.92,657.29,D,9 years,MORTGAGE,119562.83,credit_card,PA,16.77,1,3,29,0,58411.11,22.7,14,1,0
14500,36,21.78,552.11,A,7 years,MORTGAGE,112776.71,car,FL,10.66,0,1,2,0,2030.37,61.16,48,8,0
10000,60,13.57,230.46,B,9 years,RENT,85388.47,debt_consolidation,NY,17.64,3,0,14,1,10451.35,79.46,51,22,0
1000,36,16.22,35.27,B,9 years,RENT,82394.31,small_business,NC,29.49,0,3,25,0,2116.42,13.88,49,22,0
17500,60,28.77,553.03,A,9 years,RENT,139918.01,small_business,GA,9.19,0,0,16,0,2858.67,26.63,20,29,0
21000,36,10.4,681.56,A,1 year,RENT,70688.68,major_purchase,MI,23.98,0,0,12,1,2130.36,22.15,28,27,0
33000,36,7.22,1022.27,C,7 years,MORTGAGE,82707.44,debt_consolidation,GA,2.91,0,1,10,0,25388.77,23.38,8,24,0
37500,60,16.31,918.12,F,5 years,RENT,51001.39,credit_card,NC,30.53,0,3,22,0,9391.53,12.54,48,26,1
2500,36,9.52,80.11,D,6 years,MORTGAGE,30302.28,home_improvement,IL,11.89,2,5,23,0,1344.38,25.36,41,2,1
7500,60,9.04,155.83,A,9 years,MORTGAGE,42534.7,debt_consolidation,FL,16.52,0,0,4,1,3739.52,90.88,23,22,0
32000,60,15.55,770.55,C,< 1 year,OWN,59600.57,credit_card,NY,11.34,0,1,13,0,5694.47,52.21,5,17,0
11000,36,21.91,419.58,D,2 years,RENT,61721.81,debt_consolidation,PA,3.59,2,3,14,0,1107.42,39.46,29,4,0
32500,60,11.45,713.94,A,10+ years,RENT,156865.33,debt_consolidation,PA,10.91,2,0,4,0,4665.36,13.14,23,22,0
13500,36,26.96,550.85,A,10+ years,RENT,62357.46,car,NY,21.56,0,1,9,1,7055.6,38.135000000000005,51,5,0
35000,36,14.38,1202.69,E,1 year,RENT,107949.81,debt_consolidation,TX,25.52,0,0,21,1,3988.99,57.1,31,26,0
40000,36,28.38,1662.77,B,3 years,RENT,48168.54,credit_card,NY,13.29,1,1,19,0,8197.74,48.81,30,8,0
12500,36,17.56,449.15,C,6 years,RENT,51234.17,medical,NC,22.21,0,4,25,0,7218.83,44.78,39,5,0
5500,60,23.31,156.03,B,7 years,MORTGAGE,30806.97,major_purchase,CA,26.8,2,0,19,0,11444.12,49.85,59,15,0
16500,36,26.3,667.43,A,7 years,RENT,41309.01,debt_consolidation,FL,13.29,1,0,4,0,130888.72,21.71,48,17,0
37000,36,18.48,1346.56,C,nan,RENT,77924.11,debt_consolidation,NC,23.46,0,1,25,0,27671.14,30.92,23,6,0
16000,36,26.33,647.47,C,4 years,RENT,60100.9,other,OH,8.83,0,1,27,0,2519.21,2.7,20,4,0
8000,36,14.76,276.38,D,10+ years,MORTGAGE,95939.14,home_improvement,NC,5.15,0,3,27,0,6231.13,42.99,32,12,0
25500,60,14.4,598.64,E,10+ years,RENT,65553.83,major_purchase,FL,20.53,2,4,5,0,11486.91,40.13,58,25,1
2000,60,24.95,58.64,A,8 years,MORTGAGE,50200.14,debt_consolidation,NC,12.22,0,0,29,0,337.06,12.45,57,13,0
18000,60,11.41,395.05,A,10+ years,RENT,175281.48,credit_card,FL,26.4,0,1,25,0,62460.16,65.97,51,3,0
27500,36,23.07,1065.52,F,5 years,MORTGAGE,57127.92,major_purchase,GA,13.29,0,1,14,0,8636.73,32.1,13,18,0
39000,36,7.39,1211.17,B,7 years,MORTGAGE,107098.1,credit_card,PA,16.42,0,1,24,2,2960.31,53.29,50,20,0
36000,36,21.07,1357.6,F,nan,RENT,48991.17,other,NY,10.12,1,1,19,0,1200.54,31.68,44,25,0
13500,36,28.58,562.65,B,< 1 year,MORTGAGE,85374.24,debt_consolidation,GA,11.6,0,1,28,0,12208.61,26.8,54,18,0
18000,36,16.68,638.89,B,4 years,MORTGAGE,95225.96,other,NY,26.79,0,1,11,0,1510.86,58.31,54,5,0
14500,60,15.69,350.23,D,2 years,MORTGAGE,66452.72,debt_consolidation,IL,21.39,0,0,10,0,8335.15,61.59,21,10,0
8500,36,18.74,310.46,A,8 years,RENT,20000.0,major_purchase,MI,13.91,0,2,24,0,8685.28,27.03,5,26,0
24500,36,23.13,950.05,B,4 years,MORTGAGE,60423.07,credit_card,PA,29.12,1,0,22,1,5299.29,91.98,20,3,1
35000,60,14.29,819.66,B,nan,OWN,110772.08,credit_card,TX,17.81,0,0,18,1,509.46,22.34,31,14,0
38500,60,5.5,735.39,A,3 years,RENT,77943.57,debt_consolidation,OH,14.26,1,1,8,0,1528.63,59.37,5,26,0
11500,60,17.8,290.77,B,3 years,MORTGAGE,74825.91,other,GA,12.0,0,0,29,1,17146.18,80.29,58,29,1
6500,36,15.77,227.78,B,1 year,MORTGAGE,25307.89,debt_consolidation,TX,12.94,0,0,13,0,18984.91,62.65,11,7,0
29500,36,18.55,1074.65,A,7 years,MORTGAGE,41763.27,debt_consolidation,NY,7.24,0,1,19,0,813.69,22.23,29,21,0
20000,60,23.03,564.15,A,10+ years,RENT,73546.92,debt_consolidation,NC,17.43,0,4,15,0,8678.52,48.69,37,22,0
18500,36,12.44,618.36,C,8 years,MORTGAGE,73511.1,debt_consolidation,IL,9.97,1,0,20,0,1275.39,70.83,8,15,0
